x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89630.54577548767,43131.85689759137,0,0,0,0.88308435881587,0.469214252996181,8.33
89629.77215091897,43132.97041492943,0,0,0,0.885392356446229,0.464844463392427,10.75
89629.02994594869,43134.09316409192,0,0,0,0.887678675528812,0.460463428527623,10.75
89628.47657785093,43134.91424359821,0,0,0,0.887311627082963,0.461170333438074,10.75
89627.88422708197,43135.71937389192,0,0,0,0.886944015458506,0.461876946212236,10.75
89626.17344578198,43138.16412812522,0,0,0,0.886603771136998,0.462529732023416,10.75
89624.46621951538,43140.61146465862,0,0,0,0.886221219480057,0.463262290871253,10.75
89623.03104952522,43142.614901619796,0,0,0,0.885901237467333,0.463873902535859,10.75
89621.89749875861,43144.249957953194,0,0,0,0.88525023670694,0.465115059324365,10.75
89621.21707990688,43145.00136083542,0,0,0,0.884658568965833,0.466239441012153,10.75
89620.65063337359,43145.81910070212,0,0,0,0.884065474074655,0.467363068234061,10.75
89620.0905208736,43146.64101206882,0,0,0,0.883290701733705,0.468825699200437,10.75
89619.53040837358,43147.46292343542,0,0,0,0.882513507431045,0.470287049791671,10.75
89618.97029587359,43148.28483480212,0,0,0,0.881733897554199,0.471747107997369,10.75
89618.4186305736,43149.111882235426,0,0,0,0.879421188285308,0.476044507997788,10.75
89617.86696527358,43149.938929668824,0,0,0,0.877087478652794,0.480330672339883,10.75
89617.31529997359,43150.76597710212,0,0,0,0.874732935399426,0.484605294778652,10.75
89616.78824450688,43151.60856593542,0,0,0,0.867361832791855,0.497678059608774,10.75
89616.26118904029,43152.45115476882,0,0,0,0.859795373989025,0.510638732243328,10.75
89615.76786222671,43153.25606594253,0,0,0,0.852035263186978,0.523484393545688,10.75
89615.32923126132,43154.195989439795,0,0,0,0.835121571288022,0.550065415354778,10.75
89614.83474717359,43155.06902906882,0,0,0,0.817378917929979,0.5761004291993,10.75
89614.38505397359,43155.95667180212,0,0,0,0.798824914890966,0.601563592107635,10.75
89613.98200758192,43156.89043679862,0,0,0,0.768627895723821,0.639696144990081,10.75
89613.54337661652,43157.67370637967,0,0,0,0.736612340190871,0.676315207782976,10.75
89613.08440739174,43158.51698006184,0,0,0,0.70285399554554,0.711334141557728,10.75
89612.78721112733,43159.30621150083,0,0,0,0.660374538564289,0.750936394654036,10.75
89612.60321184837,43160.276705915625,0,0,0,0.61566774213099,0.788005857401662,10.75
89612.7291468,43161.3404789,0,0,0,0.568884395238338,0.822417500333201,10.75
89612.9849893156,43162.2967005755,0,0,0,0.493621260609865,0.869676980880791,10.75
89613.3068548444,43163.1990740473,0,0,0,0.414459506284063,0.910067754428631,10.75
89613.7741219,43164.1124982,0,0,0,0.332024351633184,0.943270814730618,10.75
89614.4880236638,43164.7698102103,0,0,0,0.254762371448894,0.967003688769457,10.75
89615.2449633638,43165.4140142103,0,0,0,0.175836114574326,0.984419453694107,10.75
89616.038489,43165.9320151,0,0,0,0.0957611796389798,0.995404338183309,10.75
89616.984693426,43166.2459299443,0,0,0,0.006499550877433,0.99997887769612,10.75
89617.994483196,43166.4585172643,0,0,0,-0.082813999967345,0.996565021164905,10.75
89618.9507637,43166.4975904,0,0,0,-0.171465985808617,0.985190040403718,10.75
89619.9389816427,43166.2852173733,0,0,0,-0.239683314829761,0.970851125864423,10.75
89620.8597922641,43165.9636644579,0,0,0,-0.306735972662412,0.951794643331661,10.75
89621.7221387191,43165.510567168,0,0,0,-0.372298136465108,0.928113192226362,10.75
89622.4529407996,43164.8820773788,0,0,0,-0.39288779587368,0.919586417827885,10.75
89623.1594748667,43164.1214233667,0,0,0,-0.413282331504515,0.910602940071133,10.75
89623.8853128774,43163.3473930097,0,0,0,-0.433471614616333,0.901167220510106,10.75
89624.5021904333,43162.6549838,0,0,0,-0.458588850607735,0.888648561636307,10.75
89625.1202994667,43161.8813524,0,0,0,-0.483344905522253,0.87543000994122,10.75
89625.6830859955,43161.0819065601,0,0,0,-0.507720281680077,0.861521976255222,10.75
89626.2194893667,43160.2389631333,0,0,0,-0.517111978471996,0.855917754063308,10.75
89626.7005702333,43159.3702052667,0,0,0,-0.526441822840848,0.850211154457529,10.75
89627.1816511,43158.5014474,0,0,0,-0.535708698832053,0.84440286001154,10.75
89627.6053930333,43157.6016034,0,0,0,-0.543028196896983,0.839714461811163,10.75
89628.0291349667,43156.7017594,0,0,0,-0.550307214298016,0.83496225656706,10.75
89628.4528769,43155.8019154,0,0,0,-0.557544101049664,0.830147321494638,10.75
89628.8294527333,43154.8804204667,0,0,0,-0.561403781779934,0.827542019358043,10.75
89629.2060285667,43153.9589255333,0,0,0,-0.565251371921089,0.824918715111572,10.75
89629.5826044,43153.0374306,0,0,0,-0.569086621168504,0.822277579414042,10.75
89629.9330344333,43152.1064532333,0,0,0,-0.539117139410202,0.842230793781705,10.75
89630.2525059464,43151.245421745,0,0,0,-0.508448799780364,0.86109222386566,10.75
89630.6804734523,43150.332424399,0,0,0,-0.477121357666065,0.878837419582764,10.75
89631.1603241381,43149.4293314974,0,0,0,-0.502203217633799,0.864749633245519,10.75
89631.6730096821,43148.5748555908,0,0,0,-0.526869471583136,0.849946210011967,10.75
89632.1002476354,43147.7203796842,0,0,0,-0.551099706575186,0.834439400683323,10.75
89632.4990030585,43147.0367989589,0,0,0,-0.540381897193954,0.841419874488987,10.75
89632.8905498854,43146.2575612704,0,0,0,-0.529575682170591,0.848262693305295,10.75
89633.2096785708,43145.5099176841,0,0,0,-0.518682829385151,0.854966737657679,10.75
89633.6259333778,43144.7107124712,0,0,0,-0.510284211011693,0.86000582788268,10.75
89634.0421881849,43143.9115072582,0,0,0,-0.501835828637453,0.864962890010757,10.75
89634.4584429919,43143.1123020453,0,0,0,-0.493340113719288,0.869836497392148,10.75
89635.0134494013,43142.1841927658,0,0,0,-0.447592573315275,0.894237601710536,10.75
89635.5684558106,43141.2560834863,0,0,0,-0.400641791574047,0.916234770593399,10.75
89636.262221741,43140.399565916,0,0,0,-0.352613983997767,0.935768870121903,10.75
89636.9684001762,43139.6077900947,0,0,0,-0.313059901349734,0.949733382674788,10.75
89637.6103805719,43139.0300077386,0,0,0,-0.272954979453961,0.962026807937953,10.75
89638.2523609675,43138.5164234221,0,0,0,-0.232369784246591,0.972627515223167,10.75
89638.9799387493,43138.0028391056,0,0,0,-0.173602465857407,0.984815812143686,10.75
89639.750315224,43137.6176508682,0,0,0,-0.114209804947854,0.993456652528822,10.75
89640.4564936592,43137.403657403,0,0,0,-0.0544057429275846,0.998518910755574,10.75
89641.2910681736,43137.1040665517,0,0,0,0.0175032197053385,0.999846806915913,10.75
89642.0614446483,43136.9970698191,0,0,0,0.0893216440950483,0.996002833277174,10.75
89642.8251646131,43136.9249068485,0,0,0,0.160678037791352,0.987006873416554,10.75
89643.5807982514,43136.9756704726,0,0,0,0.22259356289117,0.9749113322551,10.75
89644.3083760331,43137.1896639378,0,0,0,0.283623202480105,0.95893580547132,10.75
89645.080626997,43137.571284153,0,0,0,0.343524068701276,0.939143873015695,10.75
89645.8094471924,43138.0428736912,0,0,0,0.416420500228086,0.909172132761333,10.75
89646.2810367306,43138.5144632294,0,0,0,0.486730046429126,0.873552437981316,10.75
89646.7379597991,43139.1678376073,0,0,0,0.554015930697027,0.832506065163436,10.75
89647.029338164,43139.863919567,0,0,0,0.604920153706729,0.796286134275505,10.75
89647.19304313,43140.6279056356,0,0,0,0.653463298761543,0.756958200412469,10.75
89647.251504643,43141.3684181336,0,0,0,0.699455895980281,0.71467576534987,10.75
89647.173555959,43142.4402125386,0,0,0,0.756832682366864,0.653608668012732,10.75
89647.0387289861,43143.6718731466,0,0,0,0.808895530041523,0.587952397289818,10.75
89646.881248394,43144.7591858876,0,0,0,0.85527889086111,0.518167944635125,10.75
89646.6844167861,43145.7816412466,0,0,0,0.85533852951178,0.518069493342955,10.75
89646.394069119,43146.6689286456,0,0,0,0.855398156830495,0.517971035185358,10.75
89646.0185064462,43147.673843634,0,0,0,0.855457772814887,0.517872570166246,10.75
89645.7123764462,43148.578923634,0,0,0,0.864583093656612,0.502489874687203,10.75
89645.2795481766,43149.5609144707,0,0,0,0.873431835403602,0.486946433299901,10.75
89644.7735481766,43150.5069144707,0,0,0,0.882001167353983,0.471247218332598,10.75
89644.2358208307,43151.3559792081,0,0,0,0.891721709787295,0.452584127311181,10.75
89643.6858208307,43152.1859792081,0,0,0,0.901047397926278,0.433720632078166,10.75
89642.9901237277,43153.1016339917,0,0,0,0.909974102357047,0.414665085387577,10.75
89642.4577569045,43153.8021600416,0,0,0,0.917612233109955,0.397476778751869,10.75
89641.9794354345,43154.3690595616,0,0,0,0.924925731992179,0.380147853208106,10.75
89641.3109989067,43155.0681014959,0,0,0,0.931912011641939,0.36268443936496,10.75
89640.6829000067,43155.6962003959,0,0,0,0.921758668680422,0.3877640477307,10.75
89640.1213915564,43156.2823331464,0,0,0,0.910930527279039,0.412559782905619,10.75
89639.5695727823,43156.8851176863,0,0,0,0.899435514472461,0.437053492499098,10.75
89638.8952339067,43157.6449174959,0,0,0,0.901245416353107,0.433309011563935,10.75
89638.2494083333,43158.4352739333,0,0,0,0.903039760399874,0.429556970769812,10.75
89637.6355434,43159.2162561,0,0,0,0.904818453502284,0.425797564814238,10.75
89637.0009726667,43159.9833834333,0,0,0,0.906237433220164,0.422769103211823,10.75
89636.3664019333,43160.7505107667,0,0,0,0.907646292298634,0.419735878948349,10.75
89635.7318312,43161.5176381,0,0,0,0.909044983462813,0.41669799380498,10.75
89635.0828051667,43162.2709386333,0,0,0,0.909785091071341,0.415079616536769,10.75
89634.4337791333,43163.0242391667,0,0,0,0.910522319807768,0.413459919619641,10.75
89633.7847531,43163.7775397,0,0,0,0.911256662667885,0.411838918441894,10.75
89633.1255557333,43164.5263268333,0,0,0,0.909562433872353,0.415567297664531,10.75
89632.4663583667,43165.2751139667,0,0,0,0.907852921803787,0.419288769671128,10.75
89631.807161,43166.0239011,0,0,0,0.906128212474729,0.423003147219205,10.75
89631.1632681334,43166.7925878333,0,0,0,0.902858138865041,0.429938578270378,10.75
89630.5193752667,43167.5612745667,0,0,0,0.899534786030167,0.436849137256401,10.75
89629.8754824,43168.3299613,0,0,0,0.896158740162825,0.443733605251821,10.75
89629.2746013,43169.1182933333,0,0,0,0.901139182038086,0.433529900463312,10.75
89628.6737202,43169.9066253667,0,0,0,0.906003448696137,0.423270304829794,10.75
89628.0840761528,43170.6896115035,0,0,0,0.910750913033808,0.412956141022367,10.75
89627.4408659333,43171.4163803667,0,0,0,0.916213790164862,0.400689768663661,10.75
89626.8088927667,43172.1378033333,0,0,0,0.92151146761174,0.388351149167938,10.75
